,dish name,veg_ind,nonveg_ind
,Fruit Beer,1,0
,Chilly Chicken,0,1
,Manchow Soup,1,1
,Vegetable Manchurian,1,0
,Veg Spring Roll,1,0
,Singapore Style Noodles,1,1
,Hakka Noodles,1,1
,Chilli Paneer,1,0
,Kung Pao chicken,0,1
,Lemon Coriander Fish,0,1
,Butter Pepper Garlic Noodles,1,1
,Thai Red Curry,1,1
,Mangolian Chicken,0,1
,Shredden Lamb in Garlic/Chilli Bean/Szechuan Sauce,0,1
,Crispy Chilli Potatoes,1,0
,Pan Fried Noodles,1,1
,Juicy Chicken Drumsticks,0,1
,Crispy Chilli Lamb,0,1
,Dimsums- Momos,1,1
,Stir Fried Chicken with Ginger and Wine,0,1
,American Choupsuey,0,1
,Chilly Mayo Crrispy Fried Prawns,0,1
,Chicken Manchurian,0,1
,Veg Chopsuey,1,0
,Hot and Sour Soup,1,1
,Ting Ming Mushrooms,1,0
,Crispy Tangy Button Mushrooms,1,0
,Brown Zebra,1,0
,Tom Kha Soup,1,1
,Tom Yum Soup,1,1
,Creamy Garlic Chicken,0,1
,Szechuan Dimsums,1,1
,Singapore Wok,0,1
,Coconut Puff with Vanilla Icecream,1,0
,Malabar Parantha,1,0
,Florentina Pizza,0,1
,Pesto and Mustard Fish,0,1
,Gardinara Pizza,1,0
,Vanilla Ice cream,1,0
,Fisherman's Pride,1,0
,Kokum Curry,1,1
,Lettuce Parcels,1,1
,Chicken Souvlaki,0,1
,Flaxseed Icecream with Strawberries,1,0
,Crostini Platter,1,0
,Zesty Prawns,0,1
,Vegetable Nut Roast,1,0
,Cous cous,1,0
,Salmon Salad,0,1
,Chocolate Lasagna,1,0
,Peri Peri Chicken with fries,0,1
,Chicken Lovers Pizza,0,1
,Bruschetta,1,0
,Italian Fantasy,1,0
,Insalata Caesar,1,1
,Pizza Senza Pomodoro,1,0
,Ultimate Virgin Sangria,1,0
,Tiramisu,1,0
,Penne all Arrabiata,1,1
,Pollo croccante,0,1
,Pollo alla Parmigiana,0,1
,Margherita Pizza,1,0
,Speziata Con Pollo Pizza,0,1
,Golden Chicken Burger,0,1
,Orange Bloom,1,0
,Creme Brulee trio -chocolate - vanilla- orange,1,0
,Pasta al Pesto,0,1
,Pizza Sandwich,1,0
,Cold coffee,1,0
,Pizza Greca,1,0
,Ravioli di pere e parmigiana con salvia burro and mondorle,1,0
,Pasta Sana,0,1
,Tortelloni di Ricotta e spinachi pavarotti,1,0
,Provenzale Pizza,1,0
,Minty Mango,1,0
,DV ki Khas Dal Makhani,1,0
,Murgh Rara,0,1
,Paneer Tikka Haryali/Aachari,1,0
,Dahi ke Kebab,1,0
,Murgh Afghani,0,1
,Murgh Makhani,0,1
,Malai Kofta,1,0
,Jal jeera,1,0
,Tandoori Roti,1,0
,Chur Chur Parantha,1,0
,Aam e Khas,1,0
,Baigan ka Bharta,1,0
,Rara Meat ,0,1
,Amritsari Machhi Tikka,0,1
,Makhani Naan,1,0
,Paneer Tikka Masala,1,0
,Gobhi Rogan josh,1,0
,Murgh Malai Kebab,0,1
,Pineapple Raita,1,0
,Biryani,1,1
,Bharawan Tandoori Tangari,0,1
,Mutton Rogan Josh,0,1
,Mint Lachcha Parantha,1,0
,Paneer Roganjosh,1,0
,Lehsuni Naan,1,0
,Chaap Do Pyaza,1,0
,Rumali Roti,1,0
,Tandoori Murgh,0,1
,Murgh Tikka Lasuhni,0,1
,Vegetable Biryani,1,0
,Shakahari Kebab Platter,1,0
,Nimbu Paani sweet/salt,1,0
,Kali mirch Tikka,0,1
,Red Velvet Cupcake,1,0
,Chocolate Truffle,1,0
,Garlic Bread,1,0
,El Posto Special Pizza,1,0
,Italian Smooch,1,0
,Banoffie Pie,1,0
,Mexican Veggie Delight Pizza,1,0
,Mint Mango Margarita,1,0
,Cheese Poppers,1,0
,Bruschetta Con Funghi,1,0
,Paneer Paprika Pizza,1,0
,Veg Quesadila,1,0
,Veg Crispy Patty Taco,1,0
,Tiramisu,1,0
,Lasagne Italiano,1,0
,Crispy Corn Kernels,1,0
,Veg Dimsums,1,0
,Veg Fried Rice Basil,1,0
,Nachos with Kidney Beans and Cheese,1,0
,Black Forest Pastry,1,0
,Red Velvet Cake,1,0
,Moist Chocolate Cake,1,0
,Coffee Walnut Cake,1,0
,New York Style Cheese Cake ,1,0
,Elma Hot Chocolate,1,0
,Carrot Cake,1,0
,simply Grilled Chicken Sandwich,1,0
,Hot Apple Pie,1,0
,Full English Breakfast,0,1
,Berry Fudge,1,0
,High Tea,1,0
,Victoria Sponge Cake,1,0
,Rainbow Cake,1,0
,Caramel cake,1,0
,Red Velvet Cheese cake,1,0
,French Press Coffee,1,0
,Cold coffee,1,0
,American Breakfast,1,0
,Penne Wild Mushroom,1,0
,Sponge Cake,1,0
,Iced Tea,1,0
,Apple Crumble Cheese Cake,1,0
,chicken tikka masala,1,0
,Mishti Doi,1,0
,Parle G Cheesecake,1,0
,Galouti Burger,1,0
,Chilly Duck Samosa,1,0
,Dal Chawal Arancini,1,0
,Phirni Oxide,1,0
,Butter Chicken Bun,1,0
,Candy Floss,1,0
,Vada Pav Farzified,1,0
,Hajmola Candy,1,0
,Mini Raj Kachori,1,0
,Ratatouille Bhaji Pav,1,0
,Malabar Parantha,1,0
,Chilli Potato Samosa,1,0
,Chicken 65 Lollipop,1,0
,Sarson ki Galawat,1,0
,Amritsari Fish and Chips,1,0
,Prawn Chettinad,1,0
,Rasmalai Tres Leches,1,0
,Karela Calamari,1,0
,Litchi Panna,1,0
,rice noodle chicken biryani,0,1
,Tempura Fried Prawns,1,0
,Margherita Kulcha,1,0
,Tomato Soup,1,0
,Chorizo Pulao,1,0
,dark chocolate fruit tart,1,0
,Nasik Oranges and Kafir Lime Aire,1,0
,farzi paan,1,0
,chicken tikka tart,1,0
,pan gujiya,1,0
,tandoori paneer tikka,1,0
,Posh Maggi,1,0
,Chilli Pork Ribs,1,0
,Tandoori Guchhi Risotto,1,0
,kiwi blast,1,0
,rabri,1,0
,Palak Paneer Quesadillas,1,0
,crispy okra salad,1,0
,rajasthani kadhi,1,0
,bombay bhel,1,0
,orange juice,1,0
,tandoori wild mushrooms,1,0
,paneer khurchan tart,1,0
,red velvet martini,1,0
,fried rice,1,0
,mutton boti tacos,1,0
,roohafza creme brule,1,0
,bloody mary kulchas,1,0
,chicken tikka khurchan,1,0
,kashmiri rista reduction,1,0
,The Houston Burger,1,1
,Chocolate Madness Shake,1,0
,Nacho Maxx Burger,1,1
,Bacon Cheese Fries,0,1
,The Original Burger,1,1
,Philly Cheese Steaks,1,1
,Smoke House Burger,1,1
,Strawberry Oreo Crumble Shake,1,0
,Chicken Chili Bowl,0,1
,Bacon Cheddar Burger ,1,1
,Apple Pie,1,0
,Route 66,1,1
,Ultimate Veggie Patty,1,0
,Garden Salad,1,0
,Rocket Single Burger,1,1
,Chocolate Peanut Butter Shake,1,0
,Cajun Paneer Wrap,1,0
,Mocha Fudge Shake,1,0
,Kit Kat Shake ,1,0
,crispy chicken slider,0,1
,Chocolate Strawberry Kiss Shake,1,0
,Spicy Texan Burger,1,1
,The perfect Brownie Sundae,1,0
,Rocket Wings,0,1
,Strawberry Banana Shake,1,0
,Onion Rings ,1,0
,Soda Pop,1,0
,Mozzarella Sticks,1,0
,Iced Tea,1,0
,Hot Chocolate,1,0
,Paan Ice Cream,1,0
,Chicken Tikka Masala,0,1
,7 Course Buffet,1,1
,Gulab Jamun,1,0
,Raj Kachori,1,0
,Aam Panna,1,0
,Dal Makhni,1,0
,Papri Chaat,1,0
,Mutton Burrah,0,1
,Tawa Fish,0,1
,Virgin Mojito,1,0
,Chicken Manchow Soup,0,1
,Paneer Tikka,1,0
,Aloo Corn Tikki,1,0
,Butter Chicken,0,1
,Moong Dal Halwa,1,0
,Sliced Fish in Chilli Bean Sauce,0,1
,Shahi Galouti ke Kebab,0,1
,Chicken Biryani,0,1
,Amritsari Fish Fry,0,1
,Gajar Ka Halwa,1,0
,Dimsums,1,1
,Mutton Rogan Josh,0,1
,Masaledar Machli ka Tikka,1,0
,Murg Malai Tikka,0,1
,Mutton Rara,0,1
,Bhindi Masala,1,0
,Vegetarian Mezze Platter,1,0
,"Spinach & Cheese Stuffed Chicken Breast in White Wine, Tomato & Mushroom Sauce Served with Garlic Herb Rice",0,1
,Homemade Fig Ice Cream,1,0
,Chocolate Mousse,1,0
,Almond Bread Pudding with Warm Toffee Sauce & Fig Ice Cream,1,0
,Garlic Bread,1,0
,"Farm Vegetables Lasagna with Mozzarella, Cheddar & Parmesan Cheese",1,0
,"Tenderloin Steak Marinated with Garlic & Green Pepper Served with Caramelized Onion, Cracked Potato and Red Wine Jus ",0,1
,Penne Pasta,1,1
,Banofee Pie,1,0
,Fresh Cottage Cheese Marinated in Pickling Spices & Yellow Chilli,1,0
,"Mince Mutton Kebabs with Mace, Cinnamon & Cloves with Apricot Sauce and Mustard",0,1
,"Greek Style Salad with Fresh Cucumber, Bell Peppers, Olives & Feta Cheese",1,0
,"Vegetarian Paella with Saffron, Red Pepper, Sweet Peas, Tomato & Olive Oil",1,0
,"Braised Baby Muton Shoulder, Rosemary Jus with Eggplant & Pepper Ratatouille",0,1
,"Assorted Seafood Paella of Calamari, Prawns & Fish with Tomato, Saffron, Lime & White Wine",0,1
,House Pumpkin Ravioli in Burnt Butter & Sage or House Basil Pesto,1,0
,Virgin Apple Mojito,1,0
,Sangria White,1,0
,"Raw Papaya, Runner Beans, Shallots & Coriander Leaf with Cracked Peanuts & Burnt Chili",1,0
,Assorted Wild Mushroom & Fresh Thyme Risotto ,1,0
,Homemade Chicken Liver Pate,0,1
,Peri-Peri Tossed Chicken,0,1
,Bbq Mushroom Pizza,1,0
,Teekha Chicken Tikka,0,1
,Dahi ke Kebab,1,0
,Pesto Cream Pasta,1,0
,Soy Chili Paneer,1,0
,Keema Pao,0,1
,Masala Chili Chesse Fries,1,0
,White Sangria,1,0
,Arancini Balls ,1,0
,Chili Garlic Noodles,1,1
,Baby Aloo Chatpata,1,0
,Cottage Cheese Peri-Peri Pizza,1,0
,Lod Club Sandwich,1,1
,Mushroom Crostini,1,0
,Bhatti Paneer,1,0
,Kingfisher Draught Beer,1,0
,Dal Makhni,1,0
,Hot Basil Chicken Cups,0,1
,Sticky Fried Rice,1,1
,Fried Rice,1,1
,Stir Fried Chicken with Thai Flavours and Thai Spices,0,1
,"Homemade ""American Style"" Chunky Caramel Sponge Cake",1,0
,Thai Red Curry,1,1
,Hakka Noodles,1,1
,Grilled Fish with South East Asian Dressing,0,1
,Pan Fried Noodles,1,1
,Hawker's Noodles (Pad Thai),1,1
,Thai Green Curry,1,1
,Chiang Mai Train Station Noodles,1,1
,Street Chicken Satay with Peanut Sauce,0,1
,Rock Shrimp Tempura,0,1
,Crispy Chilli Potato,1,0
,Tom Yum Soup,1,1
,Mixed Vegetable Tempura,1,0
,Thai Chicken and Water Chestnut Salad,0,1
,Classic Chicken Wings,0,1
,Soggy Thai Basil Fried Rice,1,1
,Bite Size Corn Fritter Balls,1,0
,Spicy Fried Calamari,0,1
,Som Tam Salad,1,0
,Honey Chicken with Bell Peppers+ Mild Schezwan Pepper,0,1
,Mamagoto Goreng,0,1
,Water Chestnut Springroll,1,0
,Traditional Crispy Lamb with Spring Onion and Bell Peppers,0,1
,Virgin Mojito,1,0
,Fried Spinach and Tofu in Miso Sauce,1,0
,kiwi and mint collins,1,0
,Lamb Sticky Rice,0,1
,Banoffee Pie,1,0
,homemade coconut and palm sugar ice cream,1,0
,Prawn Tempura,0,1
,Murgh Makhni,0,1
,Murgh Tikka Punjab Grill,0,1
,Patiala Shahi kadhai paneer,1,0
,Paneer Lababdar,1,0
,Dahi ke Kebab,1,0
,Paneer Tikka Multani,1,0
,Lunch Buffet,1,1
,Dum Ki Biryani,0,1
,tandoori guchchi,1,0
,Dum Ki Biryani/ Chicken,0,1
,Khaam Khatai (Mutton Galouti),0,1
,Murgh Malai Tikka,0,1
,Dum Ki Biryani/ Mutton,0,1
,Bhatti Da Murgh,0,1
,Salmon Tikka,0,1
,Lehsuni Naan,1,0
,Rawalpindi Channa,1,0
,Murgh Lababdar,0,1
,Paneer Makhni,1,0
,Raunaqeen Seekhan,0,1
,Dal Punjab Grill,1,0
,Gulab Jamun,1,0
,Ajwaini Fish Tikka,0,1
,Fish Amritsari,0,1
,Raita,1,0
,Amritsari Malai Kofta,1,0
,Creamy Mushroom Chicken Steak,0,1
,Peri Peri Chicken Pizza,0,1
,Bomb Burger,1,0
,Grilled Chicken Burger,0,1
,Litti Chokha,1,0
,Pakora Basket,1,0
,Khada Masala Chicken,0,1
,Keema Goli,0,1
,Golmirch Chicken,0,1
,Mutton Chaamp,0,1
,Apple Cinnamon Iced Tea,1,0
,Masala Chai,1,0
,Bihari Burger,0,1
,Mirch Masala Lemonade,1,0
,Aam Panna,1,0
,Khada Masala Mutton,0,1
,Litti Chicken/ Mutton,0,1
,Maithili Thali,1,0
,Aloo Lalu chop,1,0
,Champaran Style Mutton,0,1
,Madhubani Thali,1,0
,Chicken Ishtew,0,1
,Dehati Fish n Chips,0,1
,Keema Maggi,0,1
,Phataka French Fries,1,1
,Phish Phingers,0,1
,Dhamaka Maggi,1,0
,Cold Coffee,1,0
,Dana Jhamarua Thali,1,0
,Sattu Cooler,1,0
,Sarso Machhli Steamed,0,1
,Iced tea,1,0
,Ranchi ka Pulao,1,0
,Saboodana Basket,1,0
,Apple Lemonade,1,0
,Machhli Goli,0,1
,Jhinga Machhli,0,1
,Dalpitti,1,0
,Keema Aloo Chop,0,1
,Pudina Chicken Pulao,0,1
,Chocolate Oreo Shake,1,0
,Baggia Basket,1,0
,Sizzling PeriPeri Chicken,0,1
,Tandoori Hara Paneer Tikka,1,0
,Cheesy Spring Rolls,1,1
,Butter Chicken Pizza,0,1
,Spicy Peri Peri Pasta,1,1
,Dahi ke Kebab,1,0
,Fiery Red Chili chicken,0,1
,Fiery Red Chili Cottage Cheese,1,0
,Murg Malai Tikka,0,1
,Chicken Satay,0,1
,Mint and Lemon Chicken,0,1
,Grilled Chicken Breast with Mushroom and Peppercorn Sauce,0,1
,Chocolate Cake,1,0
,Four Cheese pizza,1,0
,Smoked Cheese Balls,1,0
,Chicken Wings,0,1
,Long Island Iced Tea,1,0
,Arrabiata Penne,1,1
,Sangria Red/White,1,0
,BBQ Chicken Strips,0,1
,Watermelon and Kaffir Lemonade,1,0
,Blueberry Cheesecake,1,0
,Dal Makhni,1,0
,Malabar Parantha,1,0
,Nachos and Salsa Platter,1,1
,The Herbivores Delight Pizza,1,0
,BBQ Onion Rings,1,0
,Mushroom Kurkure,1,0
,Garlic Bread,1,0
,Hummus Pita,1,0
,Homemade Ginger Ale,1,0
,Crispy Chili Potato Honey and Sesame,1,0
, green apple and vanilla smoothie,1,0
,Grilled Fish with Lemon Caper Sauce,0,1
,Chocolate and Hazlenut Shake,1,0
,Wild Mushroom Bruschetta,1,0
,tandoori soya chaap garam masala,1,0
,Tenderloin Steak with Soya Vegetables,0,1
,Veg/ Chicken Pad Thai,1,1
,The Crispy Platter,1,1
,hot and sweet cottage cheese fingers,1,0
,Basic Margarita,1,0
,Chocolate Brownie,1,0
,Tiramisu,1,0
,Chicken Sharwama,0,1
,Veg Salt and Pepper,1,0
,Mushroom Galauti Kabab,1,0
,Corn and Cheese Samosets,1,0
,caesar salad,1,1
,Dal Makhni,1,0
,Dahi ke Sholey,1,0
,Murg Malai Tikka,0,1
,Malai Kofta,1,0
,Murg Lahsuni Tikka,0,1
,Murg Makhani,0,1
,Ultimate Mutton Burger,0,1
,Ghosht Chilli Burger,0,1
,Spicy Aloo Crunch Burger,1,0
,Greek Falafel Burger,1,0
,Baconator Burger,0,1
,Chilli Cheese Burger,1,0
,Watermelon Cooler,1,0
,Cheesy Mushroom Burger,1,0
,Greek Mutton Burger,0,1
,Vanilla Cola,1,0
,Cherry Cola,1,0
,Cheese Fries,0,1
,BBQ Bacon Club Burger,1,0
,Cold Coffee,1,0
,Paneer Salsa Burger,1,0
,Ultimate Paneer Burger,1,0
,Spinach N' Corn Burger,1,0
,Jr. Chicken Burger,0,1
,Chicken Ranch Salad Burger,0,1
,Banana and Caramel Frosty,1,0
,Lychee Delight,1,0
,smokey chipotle,1,0
,Cucumber Fizz,1,0
,americano,1,0
,Red Velvet,1,0
,Tripple Decker,1,0
,Nutella Cheesecake,1,0
,Tiramisu,1,0
,Chocolate Truffle Royale,1,0
,Banofee Pie,1,0
,Fresh Fruit Gateaux,1,0
,Blueberry Cheesecake,1,0
,Strawberry Seduction,1,0
,Oreo Crunch,1,0
,Apple Pie,1,0
,belgian chocolate,1,0
,Kahlua Mousse,1,0
,lemon vanilla,1,0
,mint choc chip,1,0
,NewYork Cheesecake,1,0
,Hummus Fatte,1,0
,Chicken Shawarma,0,1
,Cheese Manhouse,1,0
,Strawberry Lemonade,1,0
,Cheese Pizza,1,0
,Falafel Roll,1,0
,Fattoush Salad,1,0
,Mulberry Juice,1,0
,Lamb Manoushe,1,0
,Mezze Platter,1,0
,baked halawa cheese cake,1,0
,Watermelon Passion Fruit Juice,1,0
,Shish Taouk roll,1,0
,Spicy Falafel,1,0
,Turkish Coffee,1,0
,Hand pressed Mint Lemonade,1,0
,Grilled Chicken Taouk ,0,1
,Provencale Chicken Wings,0,1
,Grilled Lamb Kebab Platter,0,1
,Chocolate Banana Manoushe,1,0
,Lebanese Potato Pie,1,0
,Watermelon Juice,1,0
,Grilled Chicken Kebab,1,0
,Batata Harra,1,0
,New york Cheesecake,0,1
,Chocolate Truffle Royale,1,0
,Red Velvet,1,0
,Blueberry Cheesecake,1,0
,Nutella Cheesecake,1,0
,Tripple Decker,1,0
,Chicken Salt & Pinl Peeper,1,0
,Crunchy Chilly Chicken,1,0
,Veg Mezze Platter,1,0
,Veg Sampler,1,0
,Chicken Sui Mai Dimsums,1,0
,Chilly Potato,1,0
,General Tso's Dumplings,0,1
,Khao Suey,1,0
,Thai Green Curry,1,0
,Chilli Fish,1,0
,Grilled Prawn with garlic Bread,1,0
,Green Apple Iced Tea,1,0
,Divine Chocolate Cake,1,0
,Garlic Bread,1,0
,Blueberry Cheesecake,1,0
,Peri peri chicken pizza,0,1
,Virgin Sangria,1,0
,Ferrero Rocher shake,1,0
,Penne alfredo,1,0
,Honey Chilly Potato,1,0
,Hot Chocolate,1,0
,Cheese Baked Nachos,1,0
,Veggie Attack Pizza,1,0
,Dark Lord,1,0
,Red Velvet cake,1,0
,Chicken peri peri with Cajun rice,1,0
,Garlic Bread,1,0
,THC Pao Bhaji,1,0
,Virgin Mojito,1,0
,Crispy Chicken,1,0
,Oreo Original Shake,0,1
,Peach Mocitini,1,0
,Mezze Platter,1,0
,Chicken Shawarma platter,1,0
,Mexican Pizza,0,1
,Baked Veggie Lasagna,1,0
,Chicken Wings,0,1
,Penne Arrabiata,1,0
,Four season Pizza,0,1
,Fruit Beer,1,0
,Mexican Salad,1,0
,Chilly Garlic Noodles,0,1
,Penne Vodka Pasta,1,0
,Hudson Veg Club Sandwich,1,0
,Pad Thai noodle,1,0
,Lemon Ice Tea,1,0
,Pork Vindaloo with pao,1,0
,Berry Delight,1,0
,Chinese Bhel,1,0
,Cold coffee,1,0
,Kamakze Spritzer,1,0
,Carabian Delight,0,1
,Chicken Stroganoff,0,1
,Juicy Lucy Burger,1,0
,Chilly Cheese Quesidilla,1,0
,Chicken Caesar Salad,0,1
,Chilly Paneer,1,0
,Belgian Waffles,0,1
,Chicken and Mushroom Burger,1,0
,Chicken Pot Piie,1,0
,Sunrise Skillet,0,1
,French Toast,1,0
,Chilli Hot Dog,1,0
,Peanut Butter Chicken Sandwich,0,1
,Spicy Cheese Toast,0,1
,Classic Double Decker Burger,0,1
,Baked Hash and Corn,1,0
,Veg Sampler,1,0
,Fresh Juice,0,1
,the ultimate omelette,0,1
,Fresh Juice,0,1
,Grilled Chicken Breast,0,1
,Brownie Blast,0,1
,Watermelon Juice,1,0
,Chilli Bean Burger,1,0
,Chocolate Chips Pancake,0,1
,Route 66 Chicken Burger,1,0
,Belgian Waffle Combo,1,0
,Waffle Sandwich,0,1
,Chicken Melt Sandwich,1,0
,BBQ Chicken ,1,0
,Lamb Burger,0,1
,Run & Rasin Cheese Cake,1,0
,Penne Pasta in Pesto Sauce,1,0
,Banana Split,0,1
,Garlic Bread,1,0
,Fish Fry,0,1
,Cream of Mushroom,1,0
,The Classic Hot Dog,0,1
,Lime Pie,0,1
,Surf N Turf,0,1
,Cheese Burger,1,0
,Mocha Creme Caramel,1,0
,Mozarella Sticks,1,0
,Southwest Cilantro & Chicken Omelette,1,0
,Fresh Fruit Salad,1,0
,Run & Rasin Cheese Cake,1,0
,Cheese Hot Dog,0,1
,Peepered Longhorn,1,0
,Plerre French Toast Combo,1,0
,Rockin Waffle Sundae,0,1
,Chilli Hot Dog,0,1
,Veg Steak,0,1
,Veg Pot Pie,0,1
,Pork Sausages,0,1
,Buffalo Chicken Wings,0,1
,Affagato,0,1
,Creamy Mushroom Stuffed Omelete,1,0
,Caesar Salad,1,0
,Cheddar Crust Apple Pie,0,1
,Fish Fry,0,1
,Mexican Chicken Burger,0,1
,Blueberry cake,0,1
,Rocky road,0,1
,Fresh Fruit Cake,0,1
,Red Velvet Cake,1,0
,Brownie A-la mode cake,1,0
,Baked Cheese Cake,0,1
,Chicken Pasta,0,1
,Oreo Cookie Shake,1,0
,Banoffe Pie,0,1
,Macho Nacho,1,0
,Vanilla Frapachino,1,0
,Cheese Fondue,1,0
,Strawberry Seduction,1,0
,Apple Pie,1,0
,Berry Pulao,0,1
,Vada Pav,1,0
,Bohri Keema Pav,1,0
,Sali Chicken,1,0
,Irani Special Chai,1,0
,Chicken Farcha,1,0
,Raspberry soda,1,0
,Kolmi Fry,0,1
,Sekanje Bin,1,0
,Dhansak Mutton,1,0
,Chicken Berry Pulao,1,0
,Pheteli Coffee,1,0
,Chicken Baida Roti,1,0
,Masala Pepsi,1,0
,mawa cake,1,0
,tareli macchi,1,0
,aloo aunty's vegetable cutlet,1,0
,apple pie with custard,0,1
,chicken cutlet pav,0,1
,goan sausage maska pav (pork),1,0
,thick cheesy masala fries,0,1
,toblerone mousse,1,0
,lagan nu custard,0,1
,spicy mushroon on khari,1,0
,bun maska,0,1
,masala ni chai,0,1
,prawn patio,1,0
,eggs kejriwal,0,1
,bombay rasta sandwich,1,0
,kanda bhaji,1,0
,kolmi fry,0,1
,aloo aunty's vegetable cutlet,1,0
,naan khatai( per piece),1,0
,shrewsbury biscuit( per piece),1,0
,bhendi bazaar seekh parantha,0,1
,chilli cheese pav,1,0
,otters club breakfast Aloo Parantha,1,0
,irani falooda,1,0
,bharuchi paneer akuri,1,0
,bacon keema macaroni(pork),0,1
,pheteli coffee,1,0
,parsi dairy farm kulfi,1,0
,bharuchi paneer akuri,1,0
,goan fish curry,0,1
,tardeo ac market mamaji's grill sandwich,1,0
,parsi mutton masala roast,0,1
,bheeda par eeda,0,1
,tomato cheese macaroni,1,0
,english pound cake,0,1
,parsi choy,1,0
,limbu soda,1,0
,six chillies chicken burger,0,1
,chicken wings,0,1
,banofee pie,1,0
,White Chocolate Mousse Paffe,1,0
,"Losk,Stock and Asmokin Barrel",1,0
,spicy chicken hot dog,0,1
,smoked lamb burger with buttered onion and chilli,0,1
,spiced bbq chicken & grilled pineapple salad,0,1
,smokeys style spaghetti,1,0
,smokeys style potato burger,1,0
,tenderloin burger with bacon,0,1
,Chicken Ravioli,1,0
,Dark Chocolate,1,0
,lamb kibbeh,0,1
,chicken makhani pizza,0,1
,garlic bread,1,0
,new york cheesecake,1,0
,paneer makhani pizza,1,0
,chicken alfredo pasta,0,1
,chicken tikka pizza,0,1
,White Sauce Pasta,1,0
,veggies delight,1,0
,vegetable  supreme pizza,1,0
,pepperoni pizza,0,1
,supreme pizza,0,1
,arrabbiata pasta,1,0
,pepperoni pizza,0,1
,spicy paneer pizza,1,0
,alfredo parmesan pasta,1,0
,fudge nut brownies,1,0
,Stromboli,1,1
,lemon iced tea,1,0
,blood orange lemonade,1,0
,Broccoli and Mushroom Stromboli,1,0
,chicken caesar salad,0,1
,greek salad,1,0
,mediterranean chickpea salad,0,1
,seafood salad,0,1
,dal makhani,1,0
,dahi ke kebab,1,0
,garlic naan,1,0
,Murgh Makhani,0,1
,lahori masala paneer,1,0
,butter naan,1,0
,tandoori roti,1,0
,murgh tandoori,0,1
,meat punjabi  by nature,0,1
,galouti kebab,0,1
,murgh malai kebab,0,1
,romali roti,1,0
,paneer makhani,1,0
,veg kebab platter,1,0
,besan di missi roti,1,0
,dal punjabi by nature,1,0
,kastoori kebab,1,0
,Raan e Punjab,0,1
,tandoori phool,1,0
,paneer tikka,1,0
,dal bukhara,1,0
,ghar ki dal,1,0
,butter chicken,0,1
,chilly chicken,0,1
,daal bukhara,1,0
,palak dahi ke kebab,1,0
,paneer lababdar,1,0
,murg lababdar,0,1
,murg malai kebab,0,1
,tandoori murg,0,1
,paneer butter masala,1,0
,malai kofta,1,0
,garlic naan,1,0
,chilly chicken,0,1
,chocolate truffle cake,1,0
,paneer tikka sandwich,1,0
,pasta in red arabiatta sauce,1,0
,french connection burger,1,0
,red velvet cake,1,0
,veggie crunch sandwich,1,0
,blueberry cheesecake,1,0
,choco brownie shake,1,0
,choco chip pastry,1,0
,malai paneer sandwich,1,0
,mr crust special pasta,1,0
,apple pie,1,0
